Titulo do imóvel,Tipo do imóvel,Preço,Valor Condomínio,Bairro,Link para o anúncio,Origem,Quartos,Suítes,Área do imóvel
Sala Comercial Jardim Coopagro 30m²,Residencial,1000.0,0,Jardim Coopagro,https://lokatell.com.br/imovel/17082/sala-comercial-jardim-coopagro-toledo/,Lokatell,0,0,30.0
Apartamento 2 Quartos Jardim Pancera 71m²,Residencial,1800.0,300,Jardim Pancera,https://lokatell.com.br/imovel/18908/apartamento-2-quartos-jardim-pancera-toledo/,Lokatell,2,0,71.0
Casa 3 Quartos Vila Industrial 95m²,Residencial,3100.0,0,Vila Industrial,https://lokatell.com.br/imovel/19034/casa-3-quartos-vila-industrial-toledo/,Lokatell,3,1,95.0
Sobrado 3 Quartos Jardim Concordia 167m²,Residencial,2800.0,0,Jardim Concordia,https://lokatell.com.br/imovel/18442/sobrado-3-quartos-jardim-concordia-toledo/,Lokatell,3,1,167.0
Apartamento 2 Quartos Vila Industrial 170m²,Residencial,5900.0,0,Vila Industrial,https://lokatell.com.br/imovel/18469/apartamento-2-quartos-vila-industrial-toledo/,Lokatell,2,2,170.0
Apartamento 2 Quartos Jardim Pancera 56m²,Residencial,1800.0,300,Jardim Pancera,https://lokatell.com.br/imovel/19141/apartamento-2-quartos-jardim-pancera-toledo/,Lokatell,0,0,0.0
,Residencial,7500.0,0,,https://lokatell.com.br/imovel/14918/sobrado-3-quartos-tocantins-toledo/,Lokatell,3,1,180.0
Apartamento 3 Quartos Jardim La Salle 90m²,Residencial,2300.0,360,Jardim La Salle,https://lokatell.com.br/imovel/7839/apartamento-3-quartos-jardim-la-salle-toledo/,Lokatell,3,1,90.0
Apartamento 2 Quartos Jardim Santa Maria 85m²,Residencial,1800.0,330,Jardim Santa Maria,https://lokatell.com.br/imovel/18185/apartamento-2-quartos-jardim-santa-maria-toledo/,Lokatell,2,0,85.0
Apartamento 3 Quartos Centro 120m²,Residencial,3000.0,350,Centro,https://lokatell.com.br/imovel/17523/apartamento-3-quartos-centro-toledo/,Lokatell,3,1,120.0
Apartamento 3 Quartos Centro 111m²,Residencial,3950.0,600,Centro,https://lokatell.com.br/imovel/18242/apartamento-3-quartos-centro-toledo/,Lokatell,3,1,111.0
Apartamento 2 Quartos Jardim Anapolis 52m²,Residencial,2200.0,260,Jardim Anapolis,https://lokatell.com.br/imovel/6848/apartamento-2-quartos-jardim-anapolis-toledo/,Lokatell,2,0,52.0
Sobrado 3 Quartos Jardim Concordia 167m²,Residencial,2800.0,0,Jardim Concordia,https://lokatell.com.br/imovel/18443/sobrado-3-quartos-jardim-concordia-toledo/,Lokatell,3,1,167.0
Apartamento 2 Quartos Vila Industrial 170m²,Residencial,5900.0,0,Vila Industrial,https://lokatell.com.br/imovel/19061/apartamento-2-quartos-vila-industrial-toledo/,Lokatell,2,2,170.0
Apartamento 2 Quartos Jardim Santa Maria 75m²,Residencial,2350.0,330,Jardim Santa Maria,https://lokatell.com.br/imovel/18725/apartamento-2-quartos-jardim-santa-maria-toledo/,Lokatell,2,1,75.0
Apartamento 2 Quartos Vila Industrial 55m²,Residencial,1800.0,280,Vila Industrial,https://lokatell.com.br/imovel/6904/apartamento-2-quartos-interlagos-vila-industrial-toledo/,Lokatell,2,0,55.0
Apartamento 2 Quartos Vila Becker 55m²,Residencial,2000.0,450,Vila Becker,https://lokatell.com.br/imovel/18791/apartamento-2-quartos-znt-leonir-giaretta-vila-becker-toledo/,Lokatell,2,0,55.0
,Residencial,2000.0,0,,https://lokatell.com.br/imovel/19068/sala-comercial-vila-pioneiro-toledo/,Lokatell,0,0,100.0
Apartamento 2 Quartos Jardim La Salle 100m²,Residencial,3300.0,400,Jardim La Salle,https://lokatell.com.br/imovel/18629/apartamento-2-quartos-jardim-la-salle-toledo/,Lokatell,2,1,100.0
Sala Comercial Centro 38m²,Residencial,1150.0,135,Centro,https://lokatell.com.br/imovel/14527/sala-comercial-centro-toledo/,Lokatell,0,0,38.0
Apartamento 2 Quartos Jardim Pancera 69m²,Residencial,2200.0,300,Jardim Pancera,https://lokatell.com.br/imovel/19171/apartamento-2-quartos-jardim-pancera-toledo/,Lokatell,2,1,69.0
Sobrado 4 Quartos Vila Industrial 554m²,Residencial,11000.0,0,Vila Industrial,https://lokatell.com.br/imovel/18422/sobrado-4-quartos-vila-industrial-toledo/,Lokatell,4,4,554.0
Apartamento 2 Quartos Vila Becker 68m²,Residencial,2200.0,300,Vila Becker,https://lokatell.com.br/imovel/19131/apartamento-2-quartos-vila-becker-toledo/,Lokatell,2,0,68.0
Casa 3 Quartos Jardim Pancera 120m²,Residencial,7700.0,0,Jardim Pancera,https://lokatell.com.br/imovel/17824/casa-3-quartos-jardim-pancera-toledo/,Lokatell,3,1,120.0
Sala Comercial Centro 50m²,Residencial,1700.0,300,Centro,https://lokatell.com.br/imovel/18898/sala-comercial-centro-toledo/,Lokatell,0,0,50.0
Sala Comercial Centro 57m²,Residencial,2000.0,400,Centro,https://lokatell.com.br/imovel/17715/sala-comercial-centro-toledo/,Lokatell,0,0,57.0
Apartamento 4 Quartos Centro 140m²,Residencial,2500.0,0,Centro,https://lokatell.com.br/imovel/18731/apartamento-4-quartos-centro-toledo/,Lokatell,4,1,140.0
Apartamento 2 Quartos Jardim Gisela 85m²,Residencial,3000.0,250,Jardim Gisela,https://lokatell.com.br/imovel/18153/apartamento-2-quartos-jardim-gisela-toledo/,Lokatell,2,1,85.0
Casa 2 Quartos Jardim Pancera 70m²,Residencial,2450.0,0,Jardim Pancera,https://lokatell.com.br/imovel/19186/casa-2-quartos-jardim-pancera-toledo/,Lokatell,2,1,70.0
Apartamento 2 Quartos Vila Pioneiro 146m²,Residencial,2200.0,0,Vila Pioneiro,https://lokatell.com.br/imovel/19067/apartamento-2-quartos-vila-pioneiro-toledo/,Lokatell,2,1,146.0
Sala Comercial Centro 50m²,Residencial,1650.0,0,Centro,https://lokatell.com.br/imovel/14914/sala-comercial-2-quartos-centro-toledo/,Lokatell,0,0,50.0
Sobrado 2 Quartos Jardim Parizzotto 70m²,Residencial,3000.0,0,Jardim Parizzotto,https://lokatell.com.br/imovel/19084/sobrado-2-quartos-jardim-parizzotto-toledo/,Lokatell,2,0,70.0
Sala Comercial Centro 84m²,Residencial,4000.0,350,Centro,https://lokatell.com.br/imovel/5904/sala-comercial-centro-toledo/,Lokatell,0,0,84.0
Sala Comercial Centro 110m²,Residencial,3200.0,75,Centro,https://lokatell.com.br/imovel/16411/sala-comercial-centro-toledo/,Lokatell,0,0,110.0
Apartamento 2 Quartos Tocantins 70m²,Residencial,1800.0,0,Tocantins,https://lokatell.com.br/imovel/18567/apartamento-2-quartos-tocantins-toledo/,Lokatell,2,0,70.0
Sala Comercial Vila Pioneiro 180m²,Residencial,4000.0,0,Vila Pioneiro,https://lokatell.com.br/imovel/18619/sala-comercial-vila-pioneiro-toledo/,Lokatell,0,0,180.0
Sala Comercial Novo Sobradinho 100m²,Residencial,1800.0,0,Novo Sobradinho,https://lokatell.com.br/imovel/18542/sala-comercial-novo-sobradinho-toledo/,Lokatell,0,0,100.0
Casa Comercial Centro 267m²,Residencial,4300.0,0,Centro,https://lokatell.com.br/imovel/19022/casa-comercial-5-quartos-centro-toledo/,Lokatell,0,0,267.0
Sala Comercial Centro 210m²,Residencial,3900.0,130,Centro,https://lokatell.com.br/imovel/18457/sala-comercial-centro-toledo/,Lokatell,0,0,210.0
Apartamento 2 Quartos Tocantins 70m²,Residencial,2800.0,300,Tocantins,https://lokatell.com.br/imovel/18692/apartamento-2-quartos-tocantins-toledo/,Lokatell,2,1,70.0
Sala Comercial Tocantins 21m²,Residencial,1100.0,200,Tocantins,https://lokatell.com.br/imovel/18921/sala-comercial-tocantins-toledo/,Lokatell,0,0,21.0
Barracão Comercial Centro 480m²,Barracão,1100.0,0,,https://lokatell.com.br/imovel/17566/barracao-comercial-centro-toledo/,Lokatell,0,0,0.0
Apartamento 3 Quartos Centro 164m²,Residencial,4500.0,400,Centro,https://lokatell.com.br/imovel/18299/apartamento-3-quartos-centro-toledo/,Lokatell,3,1,164.0
Barracão Comercial Jardim Tocantins 1.500m²,Barracão,20000.0,0,Jardim Tocantins,https://lokatell.com.br/imovel/14916/barracao-comercial-jardim-tocantins-toledo/,Lokatell,0,0,1500.0
Barracão Comercial Jardim Concordia 440m²,Barracão,15000.0,0,Jardim Concordia,https://lokatell.com.br/imovel/17800/barracao-comercial-jardim-concordia-toledo/,Lokatell,0,0,440.0
Sala Comercial Jardim Coopagro 1.600m²,Residencial,15000.0,0,Jardim Coopagro,https://lokatell.com.br/imovel/16500/sala-comercial-jardim-coopagro-toledo/,Lokatell,0,0,1600.0
Apartamento 2 Quartos Tocantins 70m²,Residencial,2800.0,300,Tocantins,https://lokatell.com.br/imovel/18694/apartamento-2-quartos-tocantins-toledo/,Lokatell,2,1,70.0
Sala Comercial Tocantins 80m²,Residencial,2500.0,0,Tocantins,https://lokatell.com.br/imovel/17911/sala-comercial-tocantins-toledo/,Lokatell,0,0,80.0
Sala Comercial Centro 90m²,Residencial,3500.0,0,Centro,https://lokatell.com.br/imovel/19078/sala-comercial-centro-toledo/,Lokatell,0,0,90.0
Apartamento 3 Quartos Centro 120m²,Residencial,4200.0,350,Centro,https://lokatell.com.br/imovel/17522/apartamento-3-quartos-centro-toledo/,Lokatell,3,1,120.0
Barracão Comercial Tocantins 360m²,Barracão,6600.0,0,Tocantins,https://lokatell.com.br/imovel/17887/barracao-comercial-tocantins-toledo/,Lokatell,0,0,360.0
Sobrado 2 Quartos Jardim Coopagro 80m²,Residencial,5600.0,0,Jardim Coopagro,https://lokatell.com.br/imovel/17041/sobrado-2-quartos-jardim-coopagro-toledo/,Lokatell,2,2,80.0
Sala Comercial Centro 50m²,Residencial,1800.0,300,Centro,https://lokatell.com.br/imovel/14754/sala-comercial-centro-toledo/,Lokatell,0,0,50.0
,Residencial,5000.0,0,Tocantins,https://lokatell.com.br/imovel/19074/casa-3-quartos-tocantins-toledo/,Lokatell,3,1,190.0
Sobrado 5 Quartos Jardim La Salle 400m²,Residencial,9000.0,0,Jardim La Salle,https://lokatell.com.br/imovel/15093/sobrado-5-quartos-jardim-la-salle-toledo/,Lokatell,5,4,400.0
Sala Comercial Centro 83m²,Residencial,2990.0,75,Centro,https://lokatell.com.br/imovel/16410/sala-comercial-centro-toledo/,Lokatell,0,0,83.0
Barracão Comercial Jardim Coopagro 300m²,Barracão,4500.0,0,Jardim Coopagro,https://lokatell.com.br/imovel/10020/barracao-comercial-jardim-coopagro-toledo/,Lokatell,0,0,300.0
Apartamento 2 Quartos Tocantins 70m²,Residencial,2800.0,300,Tocantins,https://lokatell.com.br/imovel/18693/apartamento-2-quartos-tocantins-toledo/,Lokatell,2,1,70.0
Sala Comercial Centro 200m²,Residencial,6700.0,400,Centro,https://lokatell.com.br/imovel/16814/sala-comercial-centro-toledo/,Lokatell,0,0,200.0
Sala Comercial Jardim Porto Alegre 200m²,Residencial,4500.0,0,Jardim Porto Alegre,https://lokatell.com.br/imovel/17643/sala-comercial-jardim-porto-alegre-toledo/,Lokatell,0,0,200.0
Sala Comercial Biopark 70m²,Residencial,2200.0,200,Biopark,https://lokatell.com.br/imovel/17731/sala-comercial-biopark-toledo/,Lokatell,0,0,70.0
Barracão Comercial Zona Rural 450m²,Barracão,8000.0,0,Zona Rural,https://lokatell.com.br/imovel/13058/barracao-comercial-zona-rural-toledo/,Lokatell,0,0,450.0
Sobrado 2 Quartos Vila Becker 90m²,Residencial,3500.0,0,Vila Becker,https://lokatell.com.br/imovel/5665/sobrado-2-quartos-vila-becker-toledo/,Lokatell,2,2,90.0
Barracão Comercial Área Rural De Toledo 120m²,Barracão,2200.0,0,Área Rural De Toledo,https://lokatell.com.br/imovel/18604/barracao-comercial-area-rural-de-toledo-toledo/,Lokatell,0,0,120.0
Sala Comercial Centro 25m²,Residencial,2900.0,300,Centro,https://lokatell.com.br/imovel/10606/sala-comercial-centro-toledo/,Lokatell,0,0,25.0
Barracão Comercial Tocantins 404m²,Barracão,10000.0,0,Tocantins,https://lokatell.com.br/imovel/17851/barracao-comercial-tocantins-toledo/,Lokatell,0,0,0.0
,Residencial,3000.0,0,Jardim Panorama,https://lokatell.com.br/imovel/16310/sala-comercial-jardim-panorama-toledo/,Lokatell,0,0,100.0
Sala Comercial Centro 800m²,Residencial,18000.0,0,Centro,https://lokatell.com.br/imovel/12513/sala-comercial-centro-toledo/,Lokatell,0,0,800.0
Barracão Comercial Jardim Porto Alegre 1.200m²,Barracão,18000.0,0,Jardim Porto Alegre,https://lokatell.com.br/imovel/19178/barracao-comercial-jardim-porto-alegre-toledo/,Lokatell,0,0,1200.0
Sala Comercial Jardim Coopagro 100m²,Residencial,3500.0,0,Jardim Coopagro,https://lokatell.com.br/imovel/18675/sala-comercial-jardim-coopagro-toledo/,Lokatell,0,0,100.0
Sala Comercial Jardim Coopagro 427m²,Residencial,22250.0,400,Jardim Coopagro,https://lokatell.com.br/imovel/17270/sala-comercial-jardim-coopagro-toledo/,Lokatell,0,0,427.0
Sala Comercial Centro 216m²,Residencial,4000.0,0,Centro,https://lokatell.com.br/imovel/12080/sala-comercial-centro-toledo/,Lokatell,0,0,216.0
Sala Comercial Jardim Santa Maria 550m²,Residencial,20000.0,0,Jardim Santa Maria,https://lokatell.com.br/imovel/16531/sala-comercial-jardim-santa-maria-toledo/,Lokatell,0,0,550.0
Sala Comercial Vila Pioneiro 100m²,Residencial,2700.0,0,Vila Pioneiro,https://lokatell.com.br/imovel/16309/sala-comercial-vila-pioneiro-toledo/,Lokatell,0,0,100.0
Barracão Comercial Jardim Anapolis 800m²,Barracão,12000.0,0,Jardim Anapolis,https://lokatell.com.br/imovel/18798/barracao-comercial-jardim-anapolis-toledo/,Lokatell,0,0,800.0
Barracão Comercial Jardim Porto Alegre 1.200m²,Barracão,20000.0,0,Jardim Porto Alegre,https://lokatell.com.br/imovel/19177/barracao-comercial-jardim-porto-alegre-toledo/,Lokatell,0,0,1200.0
,Residencial,20000.0,0,,https://lokatell.com.br/imovel/19103/barracao-comercial-tocantins-toledo/,Lokatell,0,0,200.0
Sala Comercial Centro 160m²,Residencial,6000.0,0,Centro,https://lokatell.com.br/imovel/17074/sala-comercial-centro-toledo/,Lokatell,0,0,160.0
Apartamento 2 Quartos Centro 120m²,Residencial,3500.0,350,Centro,https://lokatell.com.br/imovel/18168/apartamento-2-quartos-centro-toledo/,Lokatell,2,1,120.0
Sala Comercial Jardim Porto Alegre 262m²,Residencial,5800.0,0,Jardim Porto Alegre,https://lokatell.com.br/imovel/16098/sala-comercial-jardim-porto-alegre-toledo/,Lokatell,0,0,262.0
Sala Comercial Centro 191m²,Residencial,7900.0,150,Centro,https://lokatell.com.br/imovel/17080/sala-comercial-centro-toledo/,Lokatell,0,0,191.0
Sala Comercial Jardim Panorama 80m²,Residencial,2800.0,0,Jardim Panorama,https://lokatell.com.br/imovel/6285/sala-comercial-jardim-panorama-toledo/,Lokatell,0,0,80.0
Sala Comercial Vila Pioneiro 260m²,Residencial,5800.0,0,Vila Pioneiro,https://lokatell.com.br/imovel/10441/sala-comercial-vila-pioneiro-toledo/,Lokatell,0,0,260.0
Barracão Comercial Jardim Anapolis 396m²,Barracão,8000.0,0,Jardim Anapolis,https://lokatell.com.br/imovel/18582/barracao-comercial-jardim-anapolis-toledo/,Lokatell,0,0,396.0
Sala Comercial Jardim Porto Alegre 83m²,Residencial,4400.0,0,Jardim Porto Alegre,https://lokatell.com.br/imovel/14395/sala-comercial-jardim-porto-alegre-toledo/,Lokatell,0,0,83.0
Terreno Vila Industrial 858m²,Terreno,5000.0,0,Vila Industrial,https://lokatell.com.br/imovel/10796/terreno-vila-industrial-toledo/,Lokatell,0,0,858.0
Sala Comercial Centro 992m²,Residencial,28000.0,0,Centro,https://lokatell.com.br/imovel/14752/sala-comercial-centro-toledo/,Lokatell,0,0,992.0
Barracão Comercial Bom Princípio Do Oeste 360m²,Barracão,5500.0,0,Bom Princípio Do Oeste,https://lokatell.com.br/imovel/17363/barracao-comercial-bom-principio-do-oeste-toledo/,Lokatell,0,0,360.0
Casa Comercial Jardim La Salle 201m²,Residencial,9000.0,0,Jardim La Salle,https://lokatell.com.br/imovel/14419/casa-comercial-5-quartos-jardim-la-salle-toledo/,Lokatell,0,0,201.0
Sala Comercial Centro 700m²,Residencial,12000.0,0,Centro,https://lokatell.com.br/imovel/10302/sala-comercial-centro-toledo/,Lokatell,0,0,700.0
Sala Comercial Vila Pioneiro 260m²,Residencial,5800.0,0,Vila Pioneiro,https://lokatell.com.br/imovel/10439/sala-comercial-vila-pioneiro-toledo/,Lokatell,0,0,260.0
Terreno Jardim Panorama 419m²,Terreno,2000.0,0,Jardim Panorama,https://lokatell.com.br/imovel/8047/terreno-jardim-panorama-toledo/,Lokatell,0,0,419.0
Sala Comercial Vila Pioneiro 200m²,Residencial,5700.0,0,Vila Pioneiro,https://lokatell.com.br/imovel/16459/sala-comercial-vila-pioneiro-toledo/,Lokatell,0,0,200.0
Sala Comercial Centro 70m²,Residencial,5000.0,130,Centro,https://lokatell.com.br/imovel/12684/sala-comercial-centro-toledo/,Lokatell,0,0,70.0
Sala Comercial Centro 285m²,Residencial,11000.0,0,Centro,https://lokatell.com.br/imovel/14910/sala-comercial-centro-toledo/,Lokatell,0,0,285.0
Barracão Comercial Santa Clara 383m²,Barracão,6500.0,0,Santa Clara,https://lokatell.com.br/imovel/18653/barracao-comercial-santa-clara-toledo/,Lokatell,0,0,383.0
Casa - Centro,Residencial,1700,0,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Casa/Padrao/Centro/11660,Ativa,0,0,102.25
Apartamento - Padrão,Residencial,1250,300,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Centro/5910,Ativa,0,0,72.9
Casa - Padrão,Residencial,1200,0,Jardim Coopagro,https://www.imobiliariaativa.com.br/alugar/Toledo/Casa/Padrao/Jardim-Coopagro/468,Ativa,0,0,72.5
Casa Padrão com otima localização Jardim Pancera,Residencial,2300,0,Jardim Pancera,https://www.imobiliariaativa.com.br/alugar/Toledo/Casa/Padrao/Jardim-Pancera/12516,Ativa,0,0,250.0
Casa Nova com otimo espaço. Jardim São Francisco,Residencial,1600,0,São Francisco,https://www.imobiliariaativa.com.br/comprar/Toledo/Casa/Padrao/Sao-Francisco/12880,Ativa,0,0,154.6
Casa - Padrão,Residencial,1450,0,Jardim São Francisco,https://www.imobiliariaativa.com.br/alugar/Toledo/Casa/Padrao/Jardim-Sao-Francisco/10608,Ativa,0,0,170.84
Apartamento - Padrão,Residencial,1100,250,Jardim Coopagro,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Jardim-Coopagro/3188,Ativa,0,0,47.02
Casa - Sobrado,Residencial,2150,0,Jardim Santa Maria,https://www.imobiliariaativa.com.br/alugar/Toledo/Casa/Sobrado/Jardim-Santa-Maria/2323,Ativa,0,0,
Apartamento - Padrão,Residencial,1400,260,Jardim Tocantins,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Jardim-Tocantins/1506,Ativa,0,0,55.9
Casa - Padrão,Residencial,2200,0,Jardim Coopagro,https://www.imobiliariaativa.com.br/alugar/Toledo/Casa/Padrao/Jardim-Coopagro/11251,Ativa,0,0,125.0
Apartamento - Padrão,Residencial,1890,250,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Jardim-La-Salle/7241,Ativa,0,0,92.3
Apartamento Padrão localizado no Bairro São Francisco,Residencial,1200,300,Jardim São Francisco,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Jardim-Sao-Francisco/12448,Ativa,0,0,52.84
Casa com 1 suite. 1 Quarto e 1 Espaço Integrada aos fundos- Ideal para Profissionais Autônomos,Residencial,2380,0,Jardim Panorama,https://www.imobiliariaativa.com.br/alugar/Toledo/Casa/Padrao/Jardim-Panorama/13107,Ativa,0,0,250.0
CASA ALTO PADRAO NO JARDIM LA SALLE,Residencial,7500,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Casa/Sobrado/Jardim-La-Salle/11263,Ativa,0,0,600.0
Apartamento - Padrão,Residencial,2450,350,Jardim Santa Maria,https://www.imobiliariaativa.com.br/comprar/Toledo/Apartamento/Padrao/Jardim-Santa-Maria/8080,Ativa,0,0,81.8
Apartamento padrão Localizado no BIOPARK,Residencial,1350,230,BIOPARK,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/BIOPARK/11980,Ativa,0,0,52.25
Apartamento - Padrão,Residencial,1450,250,Vila Becker,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Vila-Becker/12130,Ativa,0,0,60.0
Apartamento - Padrão,Residencial,1250,200,Jardim Santa Maria,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Jardim-Santa-Maria/2404,Ativa,0,0,50.0
Aluguel no Jardim La Salle - Casa com Piscina e 4 Quartos!,Residencial,13500,0,Jardim La Salle,https://www.imobiliariaativa.com.br/alugar/Toledo/Casa/Padrao/Jardim-La-Salle/12980,Ativa,0,0,800.0
Apartamento padrão com suíte localizado no Centro. próximo a supermercado,Residencial,1800,280,Centro,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Centro/12149,Ativa,0,0,67.0
Apartamento - Padrão,Residencial,1600,280,Jardim Pancera,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Jardim-Pancera/2284,Ativa,0,0,75.98
Apartamento - Padrão,Residencial,1500,250,Vila Industrial,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Vila-Industrial/52,Ativa,0,0,61.67
Casa - Padrão,Residencial,1980,0,Jardim Coopagro,https://www.imobiliariaativa.com.br/alugar/Toledo/Casa/Padrao/Jardim-Coopagro/13068,Ativa,0,0,192.5
Apartamento - Padrão,Residencial,2350,320,Vila Industrial,https://www.imobiliariaativa.com.br/comprar/Toledo/Apartamento/Padrao/Vila-Industrial/6063,Ativa,0,0,72.04
Casa - Sobrado,Residencial,3300,0,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Casa/Sobrado/Jardim-Gisela/5286,Ativa,0,0,175.0
Apartamento - Padrão,Residencial,1800,300,Jardim Pancera,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Jardim-Pancera/1356,Ativa,0,0,71.12
Sobrado Amplo com duas Piscinas - Jardim Porto Alegre,Residencial,10000,0,Jardim Porto Alegre,https://www.imobiliariaativa.com.br/comprar/Toledo/Casa/Sobrado/Jardim-Porto-Alegre/13059,Ativa,0,0,560.0
Sobrado com excelente localização proximo ao centro,Residencial,3300,0,Jardim Parizotto,https://www.imobiliariaativa.com.br/alugar/Toledo/Casa/Sobrado/Jardim-Parizotto/5512,Ativa,0,0,143.42
Apartamento Semi mobiliado. amplo. com sacada e churrasqueira - no jardim Gisele,Residencial,2200,300,Jardim Gisela,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Jardim-Gisela/12907,Ativa,0,0,75.0
Apartamento para locação - Localizado no Jardim Santa Maria,Residencial,2650,300,Jardim Santa Maria,https://www.imobiliariaativa.com.br/alugar/Toledo/Apartamento/Padrao/Jardim-Santa-Maria/1257,Ativa,0,0,73.18
